ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MM,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,WIPRO
391.4,226.5,2005.35,298.55,622.3,849.25,366.1,850.0,249.5,322.5,737.3,312.75,1208.9,370.05,722.8,561.45,513.65,1329.6,134.95,412.0,31.85,2101.5,449.35,1417.45,1156.85,263.05,1609.8,470.45,656.35,6806.3,201.65,878.95,111.6,545.55,645.7,803.1,462.3,424.3,381.0,741.4,604.4,238.85,898.8,160.55,645.45
389.95,226.4,1995.8,295.6,613.85,841.3,363.6,841.25,234.4,321.7,711.95,315.3,1184.25,358.7,702.65,538.55,517.5,1253.15,132.25,403.1,33.1,1957.1,444.6,1376.85,1140.85,269.35,1570.4,457.2,677.45,6704.45,203.05,850.55,111.25,529.75,621.75,842.85,461.6,410.1,366.25,742.75,595.35,227.55,900.1,162.0,605.6
391.1,223.15,1993.15,300.0,605.45,826.8,374.3,832.05,232.1,318.9,687.7,308.55,1171.25,347.4,691.5,520.35,501.1,1233.85,130.1,386.8,33.1,1913.95,450.05,1379.2,1117.3,276.1,1580.15,461.9,648.7,6701.5,204.1,831.0,112.55,518.55,620.1,885.0,461.95,420.75,354.2,750.25,598.95,233.35,905.2,161.15,594.75
392.5,231.55,1987.45,299.9,601.35,837.4,367.8,830.3,234.55,296.7,689.25,314.5,1182.35,341.0,705.35,531.3,486.45,1241.45,126.9,383.8,33.9,1912.6,446.6,1375.1,1137.1,274.3,1557.05,451.9,595.4,6854.5,201.45,840.55,112.85,514.0,616.45,893.5,463.15,415.25,347.2,751.65,599.5,233.0,914.2,163.9,576.95
391.0,229.0,2020.0,305.1,597.3,824.3,367.35,830.3,239.1,295.65,692.25,315.3,1199.5,346.55,717.85,540.75,515.1,1252.95,131.2,378.3,34.8,1948.0,440.4,1372.45,1128.15,277.85,1591.15,459.0,538.25,7031.3,202.8,855.55,109.9,530.05,620.65,926.85,470.6,432.65,363.1,751.85,603.95,244.4,966.1,164.15,594.95
391.0,236.8,2119.4,300.0,599.0,821.3,369.05,834.6,241.7,295.65,691.4,315.55,1208.65,334.85,726.5,545.75,515.65,1263.9,131.2,383.45,32.85,1944.8,442.2,1399.1,1112.6,284.0,1572.1,456.85,515.75,7077.35,201.8,851.6,105.7,542.9,628.5,934.35,486.1,439.5,369.0,734.85,612.3,266.4,986.1,162.95,604.05
392.25,238.7,2117.9,300.3,627.6,815.5,363.95,831.2,244.5,294.25,681.8,315.2,1200.7,338.35,726.7,540.2,506.5,1260.95,132.2,396.45,32.45,1999.25,443.75,1393.6,1120.7,280.5,1568.0,464.45,547.15,7028.7,203.55,858.1,105.65,547.5,620.4,910.85,495.1,437.1,361.7,714.4,621.25,271.55,987.3,175.15,643.95
389.85,246.2,2128.3,304.05,632.85,811.3,362.7,840.55,243.7,297.75,660.25,313.4,1210.5,340.3,730.35,540.0,507.5,1256.7,133.75,408.1,33.5,1988.4,450.0,1384.75,1112.9,278.7,1526.0,461.6,542.85,6961.6,200.65,861.05,108.25,546.7,624.15,942.75,490.35,444.3,363.25,699.8,596.4,266.85,978.35,170.7,648.45
386.3,241.1,2116.05,299.7,641.0,806.05,361.8,855.65,244.05,296.6,666.35,315.55,1220.55,341.2,720.25,538.65,504.55,1256.25,137.75,404.7,34.45,1958.6,450.05,1381.25,1126.45,278.8,1546.65,453.7,563.2,6948.9,202.55,845.25,108.4,547.15,624.8,954.65,486.95,434.45,358.7,714.2,602.0,266.35,990.3,170.55,639.95
378.7,240.25,2153.9,309.6,645.25,798.45,356.8,854.9,254.95,294.4,656.0,317.9,1222.4,342.15,726.1,537.45,501.8,1253.65,143.35,383.9,34.0,1914.15,449.25,1401.7,1133.35,287.2,1542.3,444.3,602.15,6995.9,203.2,831.45,108.15,539.0,619.95,950.45,482.25,433.15,349.65,750.05,603.35,255.3,991.55,156.0,635.0
367.8,236.1,2141.4,315.1,640.15,817.85,354.4,851.0,257.7,298.0,645.05,324.55,1215.6,347.2,752.45,539.85,521.0,1239.1,144.5,379.15,34.2,1905.6,444.05,1450.3,1113.0,284.45,1579.55,436.35,615.75,6936.6,203.0,836.8,106.85,543.85,604.2,948.15,514.65,427.85,343.35,788.55,609.3,250.35,984.6,164.1,643.35
372.05,230.1,2141.1,317.45,641.7,812.9,346.65,853.05,264.1,293.5,637.25,327.15,1162.5,352.4,731.2,535.0,503.65,1186.25,137.55,359.95,34.9,1886.8,440.5,1437.7,1110.3,287.05,1601.45,442.9,615.85,6805.35,207.25,811.2,109.05,528.05,584.85,948.75,499.3,413.5,340.95,779.85,592.45,243.85,1032.4,172.3,630.8
370.45,234.55,2137.85,315.05,655.9,808.9,364.05,854.25,265.7,295.15,633.75,326.8,1141.85,357.4,736.55,539.75,515.2,1209.55,133.25,360.35,36.55,1915.15,449.1,1408.95,1113.85,294.05,1597.45,443.9,600.85,7062.5,207.7,827.1,112.05,533.85,589.35,938.0,496.15,418.75,345.1,791.4,610.0,243.25,1044.0,168.65,638.0
379.5,230.9,2125.65,315.25,633.3,811.85,359.75,842.55,264.8,296.85,637.05,315.8,1137.25,346.85,747.8,540.3,513.3,1216.75,132.45,362.45,38.0,1901.45,442.9,1413.7,1106.4,293.7,1639.05,446.5,599.45,7057.65,209.0,825.55,110.95,540.95,599.15,963.0,501.0,424.3,343.4,802.2,602.3,246.75,1036.95,165.2,627.35
377.25,230.95,2153.3,317.25,652.9,824.95,364.6,850.8,266.6,291.95,651.75,321.35,1128.55,355.35,753.75,539.15,528.8,1215.5,135.5,367.3,39.6,1937.6,447.3,1426.4,1110.8,296.5,1640.4,460.85,595.25,6751.55,209.85,835.2,108.9,541.35,607.3,941.05,492.6,418.25,354.1,780.7,599.55,249.9,1002.7,157.2,630.95
374.55,242.65,2153.05,316.8,643.15,816.3,365.3,854.2,267.1,287.0,671.95,329.25,1139.35,353.75,743.85,546.55,539.4,1201.05,134.95,376.7,40.25,1995.15,450.55,1416.2,1127.05,300.2,1644.4,473.75,573.4,6670.2,211.45,857.15,104.3,541.15,616.2,971.05,494.4,420.3,354.95,779.4,608.45,250.25,999.5,158.3,637.4
379.0,239.75,2150.7,317.55,645.5,825.5,378.35,861.6,271.3,285.0,667.8,332.05,1149.5,347.75,743.0,540.95,540.55,1217.6,134.1,377.7,40.8,2021.55,454.95,1441.0,1132.05,325.5,1652.95,470.65,559.25,6803.25,210.4,862.05,107.95,549.1,617.1,957.55,493.65,425.35,354.35,770.65,629.0,247.8,977.5,147.05,636.15
378.75,240.0,2139.7,313.55,643.5,832.2,371.75,860.7,274.4,275.25,677.05,335.75,1149.5,343.5,742.1,540.25,550.5,1220.65,132.2,382.3,40.8,2096.6,458.1,1483.0,1138.4,332.9,1656.3,476.85,536.15,6186.95,211.7,871.55,108.45,553.4,621.7,958.8,505.75,437.1,363.0,757.85,637.35,255.45,945.4,146.75,646.25
380.2,237.75,2094.9,314.8,647.2,852.8,363.1,862.3,274.65,275.6,663.55,341.2,1150.75,338.1,735.9,540.75,546.9,1200.75,132.7,392.05,47.95,2059.2,447.25,1472.05,1160.15,332.35,1627.85,472.4,547.85,6004.45,207.9,878.75,108.6,544.25,617.25,946.5,502.4,428.15,358.55,756.2,629.35,253.85,912.65,148.2,647.8
384.8,232.0,2082.3,310.1,637.05,838.45,363.1,865.0,276.35,281.25,655.05,326.3,1142.3,341.45,735.1,535.0,551.2,1209.1,131.65,393.2,45.45,2065.95,447.55,1476.25,1159.85,333.7,1614.75,462.95,513.25,6011.6,209.3,875.25,107.65,542.5,615.2,929.85,495.15,429.3,357.35,743.3,652.0,251.7,905.75,148.4,637.8
380.3,233.45,2080.6,315.05,630.9,848.75,373.55,865.6,277.7,279.6,658.1,323.15,1150.95,343.35,753.3,529.35,552.05,1213.75,130.55,391.7,44.25,2061.15,452.6,1467.0,1148.6,314.75,1633.75,465.4,516.25,5569.0,209.4,884.6,108.2,539.05,618.85,939.9,504.6,433.4,358.0,741.75,655.95,274.8,910.15,146.5,643.25
384.75,232.35,2070.6,315.55,625.75,835.95,372.4,859.35,282.65,280.45,669.25,327.3,1144.25,350.4,766.5,533.0,546.35,1210.8,131.6,392.2,42.95,2032.9,447.6,1480.05,1125.75,307.2,1635.5,460.95,482.45,5964.35,207.45,880.15,110.0,536.25,619.35,929.4,508.45,432.5,359.65,736.2,667.8,279.5,922.2,147.95,636.2
390.75,227.6,2094.05,310.1,627.8,837.0,375.9,867.35,280.65,274.4,675.65,323.25,1136.0,353.4,764.8,539.6,552.05,1217.7,132.65,398.1,44.0,2077.9,442.95,1487.25,1114.1,307.35,1649.3,472.3,509.95,6060.35,206.35,889.6,110.4,540.25,633.4,925.95,509.15,448.7,363.15,746.15,653.4,285.75,930.0,149.0,659.0
394.6,221.45,2136.7,303.7,638.1,866.6,376.15,870.05,279.85,277.45,680.9,322.65,1134.85,364.6,766.35,536.8,550.1,1208.05,131.7,396.5,44.05,2063.95,436.75,1478.8,1139.85,309.85,1650.8,472.6,530.35,6164.7,205.5,874.45,109.25,525.95,627.4,941.5,509.85,446.65,354.05,738.4,643.6,275.0,931.7,155.75,657.45
388.6,221.7,2129.9,302.9,649.0,860.3,374.4,863.05,278.1,275.8,681.05,368.65,1124.05,376.1,761.85,534.95,556.75,1175.1,130.5,390.65,43.1,2042.25,429.6,1485.5,1131.25,312.6,1631.1,472.85,535.15,6087.2,206.8,862.15,109.8,529.6,641.25,960.7,513.05,436.8,356.85,752.95,643.6,274.85,960.75,152.0,652.35
390.05,220.05,2124.9,304.05,656.8,852.75,375.9,849.3,277.05,278.65,682.15,360.2,1129.5,367.05,762.15,543.1,560.65,1167.45,130.25,393.7,44.2,2096.75,439.5,1498.75,1173.15,310.75,1589.45,476.15,531.65,5955.05,206.65,855.25,109.65,524.3,638.6,964.9,512.7,435.75,356.75,738.7,650.3,293.3,971.7,142.75,658.05
390.15,220.15,2127.7,300.95,665.95,866.25,379.85,845.1,273.4,287.75,689.3,337.15,1123.8,358.95,761.45,537.65,567.95,1161.0,130.05,397.45,44.0,2140.5,448.75,1497.65,1178.8,312.3,1614.6,477.55,533.55,5784.65,204.8,848.3,109.0,520.45,649.0,972.3,511.15,432.1,355.2,723.5,659.25,291.1,962.1,148.2,663.3
384.2,225.05,2092.0,304.65,668.35,883.55,397.8,844.8,273.4,287.8,694.95,335.45,1120.35,368.3,757.55,549.95,571.1,1159.0,127.85,402.55,43.3,2134.55,458.9,1491.85,1164.25,312.3,1629.2,480.85,487.1,5838.9,204.8,868.5,108.75,531.15,650.45,952.4,515.25,432.95,351.25,729.7,650.25,293.25,932.55,144.45,666.4
386.1,224.15,2076.5,304.5,668.4,872.05,397.75,837.95,279.35,287.95,691.15,331.25,1117.25,360.15,754.8,546.5,568.5,1163.75,129.3,399.3,43.6,2155.5,459.05,1502.55,1196.65,312.0,1626.6,482.2,460.0,6081.65,206.45,872.75,107.1,531.0,662.7,946.65,531.85,445.45,358.1,724.15,652.45,293.1,933.95,149.2,682.45
389.0,225.05,2101.15,299.5,671.05,874.3,399.1,851.05,282.25,288.3,704.45,332.45,1124.1,363.4,757.15,540.25,578.75,1162.7,129.45,397.4,43.8,2171.2,456.15,1516.0,1219.2,311.2,1624.45,489.8,484.9,6281.0,206.15,883.2,104.35,530.65,677.45,980.75,545.6,443.5,355.25,735.15,658.55,301.65,929.85,146.7,687.0
396.85,220.65,2065.9,301.4,670.15,880.75,387.1,855.6,285.85,290.9,724.5,332.3,1137.45,366.15,771.05,537.95,594.4,1161.25,132.05,400.0,44.1,2205.2,455.15,1531.65,1215.85,316.5,1622.9,502.3,487.85,6296.6,203.2,905.4,101.6,530.4,683.65,994.1,558.85,450.2,355.75,732.3,660.6,301.7,956.95,144.35,716.3
397.15,224.75,2037.85,300.6,675.15,882.95,394.5,855.2,287.0,285.05,714.85,331.05,1136.2,366.55,765.0,540.65,579.95,1175.65,138.2,399.05,43.75,2232.35,460.75,1570.7,1217.05,316.8,1637.25,503.25,490.65,6127.85,207.55,901.6,102.45,531.25,668.3,991.4,544.3,440.95,362.6,742.7,658.85,303.4,984.8,137.4,724.15
390.1,221.65,2026.15,295.6,672.45,878.65,398.1,860.2,289.75,288.05,724.0,325.6,1130.05,370.3,760.0,540.2,569.35,1133.15,144.45,389.7,46.4,2228.0,460.8,1557.45,1238.25,319.9,1656.4,494.55,499.1,6004.1,204.95,911.6,103.9,526.8,662.25,977.25,534.1,432.1,361.25,746.15,661.4,299.45,1000.9,140.1,707.45
384.15,239.75,2021.3,286.4,688.95,864.65,390.8,866.1,289.65,288.65,724.8,325.0,1128.3,368.05,763.6,539.55,552.9,1129.15,143.25,392.05,46.85,2250.45,464.05,1599.25,1216.25,315.7,1656.8,511.15,515.8,5836.45,204.1,922.75,105.0,535.0,670.45,961.9,525.1,433.05,363.3,758.15,662.7,301.15,1000.2,139.0,715.75
388.85,238.7,2034.8,283.05,694.3,884.7,391.45,866.7,292.2,279.15,731.75,324.05,1122.65,373.9,769.1,535.95,560.0,1114.45,149.0,399.4,42.25,2222.0,463.65,1591.55,1230.25,307.15,1687.65,517.05,510.7,5958.15,205.15,929.85,105.8,541.0,660.2,948.75,528.55,438.35,356.35,758.65,632.35,314.35,1043.2,140.0,711.25
386.05,228.1,2030.05,284.45,707.85,896.5,392.75,867.0,289.3,279.95,734.45,325.05,1113.25,370.15,764.7,539.75,557.9,1080.25,147.35,392.15,43.1,2201.35,461.5,1560.9,1196.8,306.4,1690.65,508.95,507.05,6071.05,204.05,924.25,105.5,529.85,655.3,946.05,536.55,436.6,349.05,758.8,613.8,312.05,1047.45,144.6,700.8
390.8,232.45,2013.8,288.65,701.15,923.85,389.3,871.0,290.75,281.8,731.15,326.05,1102.35,369.65,763.9,545.8,557.85,1093.65,146.8,393.0,44.75,2255.85,461.6,1582.55,1256.95,306.0,1699.95,513.55,508.75,6352.2,202.6,937.45,106.5,553.15,662.45,983.2,543.75,438.4,349.7,750.55,612.05,320.8,1025.0,149.6,721.65
390.95,232.15,1974.45,294.7,686.75,941.0,388.4,874.25,289.5,281.9,724.6,321.2,1105.45,372.8,769.7,539.1,557.75,1109.0,150.6,397.25,44.9,2241.35,459.55,1581.65,1288.85,305.25,1681.9,512.95,509.25,6144.45,205.25,926.05,106.2,555.2,665.4,997.45,552.65,437.1,353.25,757.25,591.1,323.95,1027.35,152.6,722.6
390.5,227.7,1932.85,299.65,701.0,932.55,378.9,875.1,289.85,285.6,722.25,320.05,1098.2,377.15,781.7,553.25,552.3,1082.2,147.6,393.7,44.3,2216.45,459.05,1581.4,1269.5,304.75,1683.05,517.6,509.75,6241.6,204.9,936.0,104.5,552.3,682.35,1056.65,550.7,436.1,349.5,762.1,600.15,327.55,1035.8,149.7,716.2
396.35,232.05,1889.35,317.65,714.3,946.9,374.9,873.25,289.8,284.9,726.8,320.8,1090.2,378.4,807.45,588.35,555.25,1092.7,143.5,405.35,46.55,2232.85,458.85,1550.25,1256.75,314.2,1659.9,514.3,536.15,6165.2,206.25,933.25,104.65,547.85,685.95,1022.75,554.35,436.0,339.25,765.35,600.5,324.85,1024.8,154.65,731.55
390.8,235.7,1939.35,351.3,717.1,925.65,370.15,877.05,295.4,283.8,711.5,322.65,1100.9,378.05,826.6,585.85,557.3,1117.4,142.45,419.6,44.1,2296.25,458.6,1580.9,1257.05,313.05,1650.05,520.3,549.4,6120.3,207.75,921.85,104.15,558.45,689.9,1010.45,555.2,438.25,339.35,766.25,596.5,322.65,1022.8,157.75,734.4
391.15,232.1,1938.6,380.2,707.7,892.5,373.8,877.0,293.6,283.85,706.7,320.0,1112.35,377.65,838.9,579.1,555.6,1136.55,147.8,413.65,45.4,2236.75,457.25,1575.75,1275.8,316.15,1610.05,532.95,528.3,6084.85,205.85,910.7,103.3,559.05,689.4,1003.05,545.35,435.3,337.85,761.8,597.9,332.65,1033.6,149.1,725.9
392.7,231.45,1949.1,366.9,718.75,885.6,376.95,890.3,291.45,281.45,713.85,315.1,1099.05,391.85,842.25,576.3,551.8,1110.05,145.9,408.6,45.5,2212.25,453.55,1562.35,1319.9,328.7,1616.9,531.2,513.05,5995.9,204.0,903.55,104.6,566.55,680.65,1040.15,550.1,422.75,334.4,763.2,596.35,347.15,1040.05,149.95,723.8
391.1,230.0,1950.5,333.25,732.4,901.1,373.9,885.55,290.1,282.85,715.4,305.15,1092.5,398.05,831.5,582.3,545.6,1108.6,149.7,423.75,44.75,2224.05,453.25,1572.15,1327.8,319.9,1672.0,545.6,502.55,6029.95,205.15,917.75,103.55,569.6,681.85,1032.55,549.1,423.95,330.8,768.75,607.05,367.8,1074.65,161.0,721.9
395.4,229.95,1974.45,332.95,733.8,862.9,367.95,885.0,290.4,283.85,722.95,310.2,1090.0,392.85,822.0,593.5,540.35,1119.95,148.0,433.95,44.35,2235.15,450.9,1570.6,1324.85,312.4,1682.15,549.6,510.2,5963.4,201.8,929.4,105.5,574.05,686.2,1028.7,553.0,419.9,334.4,763.9,603.8,365.55,1079.75,171.55,723.25
395.5,232.05,1961.4,361.5,739.05,873.75,371.4,905.85,288.2,283.95,737.1,311.05,1118.25,387.45,817.7,591.15,549.4,1132.55,149.1,433.45,44.5,2256.65,450.1,1564.35,1333.45,311.35,1683.5,550.9,499.25,5955.5,204.55,936.3,104.05,574.95,689.0,1033.1,562.35,422.5,339.45,762.6,607.35,366.05,1091.45,172.35,733.55
394.15,230.35,1952.85,370.2,722.75,872.6,366.6,902.0,285.95,280.3,722.7,306.85,1115.3,395.2,844.2,595.45,550.8,1122.75,149.2,417.05,45.35,2280.45,444.2,1549.25,1370.5,320.5,1663.5,548.0,518.45,5953.1,196.2,926.9,106.9,590.25,679.95,1017.55,566.4,427.2,339.45,762.7,640.95,373.45,1097.75,169.85,734.55
391.35,235.25,1931.75,358.85,730.9,866.9,368.2,900.95,284.95,279.0,719.2,306.8,1094.75,389.65,859.85,597.15,551.05,1135.65,149.35,416.0,47.75,2288.1,440.35,1546.15,1392.0,339.05,1677.6,556.75,520.2,5967.9,198.2,919.0,106.9,600.25,667.4,1011.9,560.4,419.45,340.8,768.7,634.05,366.25,1111.65,169.45,743.8
387.15,235.25,1940.25,358.8,738.25,876.25,371.75,905.1,284.75,280.5,720.6,305.05,1088.15,380.8,850.1,598.6,548.15,1185.25,148.4,405.15,50.55,2371.1,437.25,1535.4,1376.8,333.4,1691.4,566.4,549.9,6025.5,192.7,922.2,107.0,630.5,657.05,1005.15,564.7,413.95,348.6,780.05,644.35,356.4,1092.6,171.4,756.55
403.5,234.15,1950.0,363.95,728.5,886.05,364.9,903.65,304.85,279.55,722.1,304.85,1097.95,381.05,845.6,602.6,550.15,1191.55,152.65,418.2,49.8,2393.5,431.25,1540.75,1381.8,320.45,1694.4,563.35,544.4,6078.6,195.2,945.65,109.4,646.15,665.85,1040.6,558.05,417.55,357.15,791.6,636.85,355.55,1108.95,183.5,756.25
403.85,241.15,1978.75,360.75,710.85,869.95,369.15,901.5,312.45,281.0,729.8,300.7,1100.7,389.5,872.6,590.05,554.9,1182.3,154.4,420.7,48.55,2389.05,430.1,1574.75,1370.9,328.95,1675.65,581.8,557.05,6071.05,197.35,958.75,109.7,654.55,661.25,1038.15,561.9,425.5,364.05,796.95,618.3,360.4,1112.05,178.7,759.2
402.6,240.25,1987.65,383.85,703.0,838.45,364.5,901.1,310.7,280.85,733.65,303.95,1095.25,391.25,860.1,580.55,580.8,1194.5,155.35,418.4,49.4,2344.25,429.35,1573.3,1336.45,329.6,1667.6,582.95,561.4,6068.5,201.1,955.55,109.85,650.6,683.2,1085.15,566.55,426.85,365.95,818.0,605.45,361.45,1106.7,173.2,756.55
400.8,240.5,1997.55,373.75,694.4,851.6,366.8,904.55,314.3,281.3,728.35,302.1,1098.7,392.2,849.85,582.45,601.95,1209.3,163.2,418.35,48.6,2313.05,432.05,1602.95,1361.6,331.85,1678.15,576.55,565.15,5990.6,202.3,968.5,110.3,654.65,678.6,1117.1,568.95,430.75,363.0,829.0,618.55,366.8,1113.05,171.75,749.8
405.25,243.4,1951.4,363.4,695.1,856.15,374.3,907.45,310.7,292.55,726.6,306.2,1099.55,380.5,852.0,599.65,584.85,1193.5,162.45,417.75,49.6,2338.4,433.1,1636.85,1326.9,339.65,1677.3,580.7,585.85,6060.4,197.7,989.1,110.45,648.65,671.65,1135.65,581.5,432.95,359.25,840.7,648.7,371.7,1117.95,163.0,754.4
401.2,237.45,1905.25,399.75,676.0,801.2,368.3,903.35,310.9,291.4,727.15,302.4,1091.55,384.8,864.4,590.0,576.7,1197.05,162.8,417.85,48.9,2292.7,431.0,1592.5,1352.65,337.7,1679.25,566.2,579.35,6033.9,197.5,977.4,112.2,629.55,662.05,1097.45,564.3,417.55,341.7,825.85,685.1,362.85,1099.0,153.25,740.65
412.05,243.3,1902.15,400.2,680.3,796.95,367.35,907.4,310.0,297.2,743.4,302.2,1061.5,381.0,851.9,601.6,576.85,1213.75,162.75,416.95,47.35,2324.65,429.75,1614.8,1347.8,335.2,1673.2,555.5,587.5,6261.4,202.3,995.0,114.9,641.85,672.95,1124.0,581.7,429.75,346.1,820.9,724.85,374.65,1106.05,151.95,753.65
411.0,246.75,1863.1,397.5,692.55,827.9,367.3,906.25,313.65,307.35,753.35,301.65,1055.95,384.7,890.85,636.05,582.5,1198.55,164.05,425.75,48.15,2358.25,423.4,1662.1,1315.55,338.5,1668.4,557.75,595.75,6192.45,202.2,1027.45,112.0,642.55,681.9,1143.55,583.0,425.45,339.75,827.6,741.55,378.9,1122.45,152.2,766.3
412.55,248.95,1928.4,408.7,699.25,813.8,371.25,906.35,319.4,308.95,761.4,300.35,1060.55,384.25,870.25,618.05,583.3,1189.85,164.85,421.25,47.7,2351.05,424.7,1670.55,1318.8,345.05,1651.2,572.5,589.95,6152.65,199.85,983.2,112.1,640.1,706.25,1133.45,588.0,428.05,344.15,828.65,720.5,384.25,1123.7,158.45,744.8
419.5,243.85,1897.0,367.85,722.6,847.6,367.95,918.6,329.1,305.8,777.55,304.95,1071.45,383.2,880.6,631.95,583.75,1226.8,164.3,429.25,47.55,2394.2,426.15,1683.15,1291.0,352.1,1654.75,581.75,589.65,6331.2,200.15,988.2,112.7,644.4,711.65,1129.6,604.2,427.0,345.95,829.8,701.75,396.2,1111.0,173.9,746.5
420.5,244.4,1931.8,331.1,717.0,851.05,365.1,925.05,319.35,307.8,783.0,308.6,1054.55,378.5,901.8,633.1,578.85,1226.25,162.8,432.05,46.8,2330.3,420.95,1673.3,1259.65,339.2,1642.5,581.2,573.9,6357.4,198.6,979.7,114.75,638.05,704.3,1109.35,602.65,443.4,346.95,825.05,702.75,403.75,1086.35,159.8,736.1
426.5,253.85,1946.7,350.05,702.45,865.55,372.4,930.3,320.45,306.8,788.9,308.3,1059.25,369.9,930.65,646.55,576.75,1257.0,163.15,431.95,46.65,2345.65,415.45,1676.3,1271.1,340.7,1635.95,597.05,559.6,6326.25,200.0,975.0,113.5,645.2,720.8,1149.7,609.65,443.1,350.2,811.95,709.65,410.1,1115.95,158.1,735.25
421.25,249.8,1990.35,325.5,712.2,876.95,362.3,936.25,314.4,313.0,772.05,303.6,1060.75,376.5,901.8,640.55,581.25,1211.65,158.35,422.0,46.1,2319.9,412.15,1680.85,1255.1,339.9,1524.1,599.05,539.75,6350.65,199.9,931.45,112.35,613.95,710.25,1138.2,604.25,436.75,353.8,800.0,720.75,414.25,1141.0,155.0,710.5
429.8,263.1,1949.5,309.2,726.1,875.3,360.05,935.05,317.9,306.65,768.85,299.55,1060.2,385.65,910.35,651.8,586.6,1216.8,158.65,424.25,46.7,2334.95,412.75,1697.75,1239.25,331.1,1471.7,604.4,519.4,6838.35,199.95,920.2,112.2,620.3,717.7,1132.5,617.25,435.1,362.3,780.65,716.55,448.35,1145.2,156.65,722.9
435.55,267.85,1934.75,314.25,729.6,879.6,354.3,935.0,319.45,308.5,778.6,303.7,1087.75,387.1,927.3,663.95,592.8,1237.4,158.2,452.35,46.6,2315.8,401.85,1705.65,1225.75,336.6,1490.45,606.65,515.2,6486.1,202.15,926.15,112.2,633.9,714.75,1129.2,611.4,448.7,362.05,807.8,717.1,498.6,1154.85,154.7,716.75
420.3,267.95,1900.7,316.35,742.7,883.9,349.1,940.75,326.0,308.85,757.0,302.4,1091.5,389.7,899.4,658.05,607.9,1230.5,158.75,468.05,45.95,2221.25,400.3,1744.2,1277.35,330.55,1458.05,593.95,537.65,6548.6,200.45,943.1,114.35,638.3,717.9,1131.1,602.7,467.7,360.35,803.35,724.55,545.7,1144.25,157.65,702.35
420.45,266.6,1910.85,312.9,760.1,879.6,345.65,944.55,323.5,309.75,749.6,307.05,1075.2,392.55,887.9,642.85,632.2,1231.45,156.7,463.8,46.65,2205.4,401.3,1728.85,1319.7,330.85,1431.5,592.95,520.55,6388.4,199.75,923.85,113.75,630.95,726.4,1142.95,600.05,461.0,355.05,796.05,712.9,539.4,1147.05,161.95,709.2
418.85,261.2,1917.4,316.55,728.35,869.55,340.3,958.1,325.35,307.55,738.4,304.9,1076.9,393.9,878.2,645.2,620.55,1231.0,155.65,446.0,47.1,2135.85,405.9,1764.95,1341.95,337.3,1423.85,595.4,544.45,6317.35,200.8,921.95,113.9,641.5,712.5,1135.55,600.45,455.5,350.6,798.05,712.1,496.6,1146.65,162.15,696.25
418.3,251.75,1900.05,317.8,729.3,858.3,341.25,967.3,331.0,313.2,748.85,304.3,1095.35,390.1,890.9,630.6,628.4,1237.75,156.3,441.3,46.7,2195.9,409.8,1767.6,1344.0,342.65,1417.25,597.4,568.3,6234.3,201.2,928.1,116.05,666.65,719.25,1129.85,605.1,463.8,355.45,799.45,711.2,504.35,1149.95,167.8,704.45
433.3,253.0,1895.55,303.05,731.7,848.9,342.7,976.05,334.55,312.35,760.0,311.25,1137.1,397.7,891.0,627.75,654.3,1246.95,159.95,443.65,44.15,2272.0,408.9,1738.75,1329.15,347.15,1396.4,595.45,567.0,6317.25,199.65,917.25,114.3,661.8,716.55,1167.75,612.75,468.55,362.55,791.6,723.55,520.3,1163.1,166.1,711.0
444.1,252.85,1888.3,293.45,731.05,842.0,344.35,979.05,334.75,313.0,761.5,309.9,1140.15,399.6,900.45,639.75,638.35,1241.0,159.9,440.7,43.65,2256.4,411.8,1698.55,1329.85,345.9,1450.15,609.85,583.75,6268.8,196.75,917.95,112.7,664.65,721.5,1196.8,628.35,476.75,369.7,798.1,706.05,515.05,1159.9,169.1,714.55
458.55,247.6,1889.95,297.45,738.3,847.85,344.35,999.2,331.35,317.5,762.25,305.05,1172.45,403.6,880.05,641.4,615.0,1250.95,160.25,440.6,43.75,2233.3,415.75,1673.25,1351.7,363.3,1444.8,604.4,602.0,6135.4,194.6,920.0,112.65,679.1,724.85,1195.0,647.1,470.1,371.65,820.85,711.5,507.8,1133.8,167.75,717.3
458.05,249.75,1918.3,296.05,732.2,851.1,345.2,1044.8,332.6,317.55,763.15,303.5,1159.15,400.65,892.6,641.6,607.3,1256.35,158.45,438.8,42.5,2209.0,417.2,1635.3,1348.2,365.5,1424.0,596.6,577.05,6164.7,196.0,918.2,109.6,678.25,709.8,1219.95,649.35,461.25,369.7,821.7,708.2,492.65,1138.55,165.9,711.6
