ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MM,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,WIPRO
331.2,44.3,1535.95,62.1,512.95,220.9,231.05,514.75,632.6,244.35,872.7,84.9,360.85,140.1,340.3,247.0,203.4,616.3,144.05,121.15,46.05,2786.6,236.15,682.95,741.55,373.1,3356.95,111.1,937.4,4895.6,202.7,354.55,98.55,274.45,278.65,180.25,278.7,150.75,132.15,1040.4,1038.5,56.75,986.15,286.1,866.7
355.95,46.6,1519.5,62.55,503.35,219.4,231.95,514.3,632.9,247.15,884.55,84.95,358.85,138.45,357.05,252.6,205.45,624.05,138.1,121.7,45.7,2914.2,239.3,680.5,729.45,370.65,3418.9,115.2,940.75,4885.1,203.55,353.6,98.75,273.45,281.55,179.6,274.45,150.85,132.4,1012.4,1045.55,57.7,1024.1,288.9,868.5
341.7,46.4,1493.6,61.5,501.0,219.35,234.75,524.55,633.15,251.55,876.25,86.25,356.8,140.6,349.7,250.2,205.45,631.6,137.6,120.8,46.05,2946.4,248.6,679.6,721.35,378.75,3346.3,116.65,946.75,4929.7,202.0,361.0,98.6,270.55,283.15,180.55,289.45,153.55,135.5,1010.45,1087.1,57.15,987.65,287.2,884.55
339.15,46.95,1497.95,60.9,507.15,220.85,246.1,522.25,643.3,257.1,874.4,92.55,357.2,140.95,345.2,247.5,209.7,631.15,137.35,120.8,45.35,2981.8,246.65,681.25,728.9,375.5,3295.0,118.75,950.1,4915.55,189.0,364.65,98.6,269.9,287.05,178.85,288.1,159.55,135.65,1024.5,1081.45,55.2,982.65,288.9,912.9
343.8,44.85,1503.1,61.95,514.4,221.25,250.5,547.5,641.9,264.8,875.5,98.85,364.5,141.45,326.4,245.8,213.3,631.05,138.1,121.15,45.25,3023.5,249.7,676.0,772.9,361.4,3178.35,118.45,966.6,4899.0,190.7,372.8,98.1,265.55,285.45,181.6,286.85,161.0,133.8,1045.35,1137.15,52.3,983.75,291.55,919.85
341.1,44.7,1553.55,62.2,526.45,220.8,245.75,527.75,633.15,258.8,848.1,98.05,361.0,141.5,330.95,243.45,209.65,623.45,138.4,125.05,44.85,2975.8,248.1,661.85,797.55,360.65,3014.05,118.1,960.6,4901.65,195.05,365.7,98.95,259.55,283.05,181.3,277.95,158.1,131.9,1109.7,1137.05,53.9,968.7,291.6,903.35
341.35,44.8,1578.75,65.85,531.4,220.1,242.2,549.55,646.2,255.75,836.1,101.1,353.5,139.25,331.3,245.75,205.4,623.1,137.9,124.85,42.55,2926.2,248.95,663.95,781.1,359.05,3108.05,117.7,968.0,4848.2,184.95,364.55,98.45,261.05,285.45,178.45,278.4,156.45,133.6,1100.3,1117.4,54.2,969.95,291.5,890.05
340.15,45.8,1586.25,65.25,528.95,222.15,248.45,537.8,637.8,260.5,841.0,108.3,348.7,137.25,333.0,243.35,206.05,629.45,137.7,127.3,41.05,2782.3,264.9,676.35,776.55,352.75,3335.75,118.4,961.55,4881.05,185.55,370.85,99.6,260.8,292.15,170.65,279.55,157.7,133.8,1110.75,1120.1,54.9,966.7,290.1,876.8
338.15,46.35,1586.3,65.35,525.4,227.45,245.9,537.6,641.55,265.1,851.9,109.15,342.35,128.75,332.95,244.75,214.15,622.35,140.6,126.15,41.4,2874.6,266.95,670.85,752.45,350.05,3403.75,118.55,982.4,4939.0,193.1,371.55,98.25,261.75,292.75,177.5,284.25,156.9,134.8,1082.15,1107.4,56.8,985.35,284.65,901.6
336.8,45.5,1633.4,65.85,532.4,239.75,235.55,548.75,645.0,264.25,857.45,112.95,350.85,123.05,331.65,244.1,219.6,625.35,146.85,127.35,41.5,2865.4,266.85,668.3,749.5,351.95,3446.2,116.95,974.75,4927.15,194.65,371.75,99.2,266.5,302.85,178.55,284.8,155.45,136.35,1077.4,1137.65,59.5,979.85,282.5,902.5
341.85,46.65,1654.35,66.7,527.65,234.75,240.7,544.8,652.6,270.7,849.4,111.2,352.35,121.75,338.25,249.0,219.55,641.8,145.25,131.0,41.45,2883.6,268.25,672.4,736.65,352.05,3872.8,118.05,954.8,4975.05,186.4,389.05,98.95,267.35,306.85,185.65,284.35,158.65,139.3,1054.55,1049.1,64.0,1013.5,292.8,905.05
370.25,45.85,1607.65,65.05,545.25,233.7,242.05,535.2,650.85,263.15,839.1,112.55,354.35,119.45,338.2,251.15,228.45,645.95,146.25,135.4,40.5,2994.05,279.2,699.85,797.9,352.05,4267.75,121.5,943.9,5105.1,195.0,397.75,99.5,268.65,315.0,186.0,284.25,157.05,139.0,1050.0,944.45,62.75,992.1,287.75,941.45
370.0,46.0,1636.65,66.05,559.3,235.3,235.45,532.7,651.55,260.45,833.75,116.15,367.75,118.9,341.4,248.5,229.4,664.0,148.2,138.05,40.05,2790.75,275.5,703.0,872.1,351.75,4316.9,123.95,937.15,5245.6,187.8,399.65,99.3,269.1,318.25,189.45,281.85,162.0,139.05,1011.05,996.85,62.8,992.75,285.65,903.0
367.8,45.5,1613.55,66.05,545.4,236.7,238.35,533.25,651.45,263.05,830.95,115.25,372.2,124.05,342.25,245.45,236.0,664.0,148.2,136.35,39.15,2853.7,283.45,700.9,835.55,350.25,4243.25,127.3,911.7,5239.8,190.1,418.35,99.0,272.1,320.9,187.05,286.6,163.25,140.25,1005.2,972.5,62.55,987.0,275.8,905.55
360.0,45.65,1641.3,65.1,540.25,238.4,240.6,533.0,652.9,263.55,831.35,114.1,380.5,124.0,343.55,246.75,233.65,662.95,148.05,138.8,37.05,2788.3,293.4,706.4,785.55,353.35,4424.25,125.75,907.35,5271.3,191.8,422.8,98.05,271.8,325.05,187.2,283.1,164.6,141.3,975.6,968.6,62.25,977.3,274.65,859.45
361.9,45.6,1694.4,65.9,532.5,238.4,243.3,534.2,649.65,269.95,818.0,116.75,383.3,123.45,346.35,241.1,222.8,683.85,146.95,131.5,38.7,2690.7,302.45,693.85,786.7,355.75,4460.4,125.25,917.45,5239.65,191.35,436.1,97.95,274.6,328.05,195.1,284.65,166.05,142.9,987.85,948.8,61.2,988.45,272.9,826.0
372.25,46.7,1751.65,65.3,542.6,238.05,251.4,538.15,653.85,274.5,827.85,116.95,385.05,127.2,354.65,243.0,220.8,698.65,150.6,131.5,38.7,2612.0,313.95,679.9,794.6,174.85,4283.2,127.75,907.6,5226.5,199.85,448.2,98.05,270.25,340.55,195.7,288.8,171.75,145.2,996.3,963.9,61.2,971.5,271.05,823.05
380.45,50.4,1757.6,65.95,541.25,239.6,255.0,537.85,652.7,280.75,817.4,113.3,387.3,128.1,365.25,250.2,219.05,701.2,153.3,137.8,39.1,2632.85,330.6,688.15,806.2,174.2,4123.1,130.05,905.3,5251.55,196.65,457.7,98.4,279.45,344.45,196.5,289.85,173.2,146.0,981.65,943.65,66.2,959.75,274.15,811.05
371.0,51.85,1756.7,65.65,541.9,241.35,249.7,533.65,649.35,280.0,816.4,112.05,384.8,135.6,364.55,245.35,222.15,692.6,153.2,136.1,39.3,2612.5,328.95,695.7,775.0,175.75,4111.95,129.05,893.4,5249.75,197.2,455.0,98.05,280.45,339.0,190.05,288.2,168.2,142.7,989.75,936.7,63.2,925.05,277.85,807.5
381.2,52.55,1729.9,65.75,539.35,243.3,249.0,527.75,660.8,286.35,833.0,116.8,384.0,143.1,364.85,242.95,221.8,684.35,155.95,137.45,40.0,2746.2,326.3,691.55,766.3,174.9,4125.05,127.1,889.15,5232.5,204.35,446.65,98.8,288.0,345.5,198.6,292.65,166.05,146.7,961.15,942.45,64.3,908.55,286.95,839.8
378.8,52.45,1713.5,68.3,539.8,243.1,254.05,535.1,668.15,288.75,864.2,116.8,386.25,144.9,373.75,246.95,221.2,690.45,157.9,136.7,39.85,2769.6,329.45,688.5,771.1,173.9,4127.45,131.3,870.4,5302.25,196.6,447.55,97.75,293.6,357.95,201.05,299.55,170.85,153.15,940.0,943.05,64.3,936.6,313.7,824.85
377.65,52.3,1718.6,69.45,541.45,245.4,267.4,530.1,684.65,290.5,891.25,117.25,385.95,143.35,371.2,245.1,213.55,683.25,157.4,137.95,41.0,2674.2,356.55,694.15,771.7,173.55,4168.95,129.55,885.05,5289.25,195.15,477.4,98.6,298.6,352.35,201.3,296.05,171.7,158.0,944.95,942.0,66.25,916.25,300.65,806.15
377.75,50.15,1727.9,70.65,537.05,247.65,266.2,530.15,704.9,286.9,893.4,113.05,391.75,143.45,375.0,243.5,223.25,683.0,158.45,137.7,41.4,2810.85,372.65,702.75,770.2,173.4,4372.9,127.6,896.75,5291.1,193.8,480.05,98.35,294.55,345.45,204.55,305.55,172.8,157.7,922.7,932.95,64.7,874.7,298.6,820.55
378.65,50.65,1744.75,67.15,535.1,241.65,265.1,525.15,723.95,280.5,906.05,116.95,389.85,147.05,380.7,249.35,229.5,681.45,156.6,137.4,40.95,2725.7,367.35,683.65,767.75,175.9,4506.7,126.75,905.9,5283.95,193.95,489.15,97.95,292.15,343.55,200.95,318.0,172.05,155.85,903.2,940.7,64.05,891.65,305.55,827.5
381.95,51.0,1724.0,66.8,525.3,243.8,266.0,532.6,718.75,281.7,929.3,123.05,389.0,147.2,367.8,251.9,228.7,679.05,157.1,141.55,41.2,2763.95,393.9,679.75,756.8,174.05,4504.4,125.4,911.95,5295.5,189.3,496.6,97.4,300.65,357.15,202.0,321.95,173.2,156.25,831.05,947.95,65.6,880.65,301.6,834.25
381.9,49.55,1715.0,65.75,518.15,240.95,263.45,534.3,723.4,284.0,959.45,128.0,389.6,150.25,365.75,252.1,234.2,676.95,160.7,141.35,40.95,2859.8,377.7,690.45,763.15,174.75,4376.65,129.9,910.05,5253.05,190.2,488.1,97.35,312.5,357.55,202.45,332.3,181.95,159.15,798.25,949.9,64.2,800.75,303.45,862.6
383.15,50.65,1745.55,64.7,517.55,253.2,264.8,534.65,720.2,288.15,970.65,129.05,389.2,146.0,367.35,259.4,233.9,681.65,162.3,141.75,40.8,2948.95,384.35,706.25,759.45,175.1,4368.5,129.25,912.6,5167.05,186.65,485.15,97.45,313.5,365.45,201.05,337.25,181.35,162.2,871.95,959.8,64.35,754.8,301.15,870.8
382.55,49.6,1737.85,64.25,506.5,256.2,267.25,545.35,723.7,292.15,964.95,140.65,390.25,153.3,381.5,261.7,236.95,699.25,169.7,140.45,41.2,2968.55,383.3,713.55,750.25,175.15,4334.65,130.35,921.75,5095.2,187.55,474.3,97.95,307.6,363.4,201.1,335.65,183.8,155.55,843.25,958.9,64.75,820.15,299.7,849.2
370.2,51.75,1716.25,64.55,502.0,258.45,264.65,545.0,724.25,293.05,949.8,144.8,384.3,153.6,374.95,252.65,237.55,716.0,169.0,136.75,40.85,2875.1,363.35,705.85,741.2,172.6,4107.5,130.25,926.15,5154.65,186.0,465.55,98.15,303.55,354.4,200.65,325.7,179.8,151.0,884.6,940.15,66.9,793.6,299.3,830.1
375.65,51.85,1725.7,62.8,500.4,254.2,259.5,540.25,723.3,292.8,954.2,142.8,385.0,151.3,372.3,258.1,240.15,712.6,169.9,137.45,39.1,2938.85,364.6,700.65,749.05,174.15,3955.6,131.35,951.95,5114.65,186.85,467.15,99.1,307.75,355.65,205.65,325.15,180.5,151.45,854.3,940.55,66.2,872.45,299.95,831.35
376.8,54.15,1718.2,62.15,484.55,253.1,258.0,535.85,729.9,289.7,958.05,145.65,390.2,144.9,367.65,251.65,245.6,718.0,170.45,137.9,39.4,2969.9,372.2,713.6,764.0,174.45,4099.0,133.5,961.65,5144.8,191.4,481.45,99.8,308.0,351.6,198.45,331.3,184.4,150.05,867.7,928.5,66.7,897.5,311.4,839.6
376.4,53.0,1692.4,61.4,481.4,256.1,258.35,546.35,735.85,290.9,961.15,145.75,390.95,143.55,387.1,251.75,251.7,706.9,170.3,142.75,39.7,2971.15,391.7,711.0,751.3,180.6,4179.5,133.95,949.85,5071.5,187.35,481.05,101.0,312.95,346.5,197.85,332.05,182.8,150.1,869.85,917.95,66.85,870.45,313.55,849.7
373.15,51.55,1623.25,62.5,480.25,257.8,258.15,537.5,738.05,296.1,998.95,143.05,389.05,138.75,394.55,252.85,241.05,706.2,166.45,141.45,40.15,2917.05,400.05,706.95,759.65,181.8,4174.1,135.25,941.25,5060.8,189.4,479.7,101.9,307.25,349.0,201.35,337.15,183.85,147.95,873.75,907.45,65.35,879.8,318.6,852.75
377.9,51.9,1600.1,63.45,470.25,254.9,264.55,531.7,757.5,299.0,1060.5,145.4,406.5,142.8,402.55,252.95,251.0,731.55,169.9,143.95,40.85,3092.6,404.8,714.3,731.4,183.05,4114.65,135.0,945.75,5087.15,194.2,480.75,104.85,321.1,355.8,198.3,350.9,188.3,150.65,929.5,890.85,65.75,873.45,302.2,897.55
382.3,51.0,1600.05,63.75,461.75,249.9,267.25,531.3,760.9,302.25,1040.0,148.4,456.15,147.1,405.4,251.65,246.35,754.9,170.0,142.9,40.3,3063.7,414.3,729.15,710.55,180.65,4087.95,136.95,932.55,5050.15,195.9,497.3,105.9,318.0,352.45,198.6,353.0,196.75,153.1,975.65,897.15,65.55,879.75,304.75,924.75
381.4,50.8,1654.8,63.1,453.2,253.8,271.25,535.25,751.15,299.95,1037.45,151.05,463.6,151.45,409.8,249.25,246.4,769.1,170.0,143.65,39.85,3043.2,415.7,734.0,716.5,181.0,4128.75,136.1,906.3,5028.65,195.9,502.0,105.2,324.9,356.2,198.5,352.6,193.6,157.25,955.05,909.0,64.45,895.55,307.9,909.15
381.7,50.9,1639.25,63.85,456.3,266.65,278.4,533.65,749.6,295.7,1057.95,149.8,455.55,154.45,408.8,248.2,245.65,754.75,171.1,142.35,40.8,3054.3,403.7,743.75,715.1,181.4,4179.0,137.25,885.3,5014.6,190.3,507.9,105.05,335.45,358.8,199.8,352.85,194.9,157.5,906.1,918.5,64.7,895.3,303.7,929.75
379.55,49.5,1617.9,63.25,460.35,267.4,278.5,527.55,752.05,296.7,1038.0,150.8,450.25,152.15,406.25,243.1,240.2,749.7,170.4,140.65,41.2,3094.65,395.85,746.85,661.25,190.8,4234.45,137.25,884.75,4910.25,192.65,485.1,104.95,325.25,353.05,196.75,351.5,189.9,158.0,879.05,931.7,66.95,864.9,305.45,913.25
381.0,48.95,1649.1,63.4,424.0,275.3,279.6,525.45,725.85,291.85,1019.25,150.15,447.95,149.85,405.55,241.2,245.0,711.05,173.2,140.35,41.15,3144.4,405.15,732.5,666.65,188.05,4320.3,140.7,903.8,4873.5,193.0,485.9,104.9,320.35,358.2,194.6,319.65,187.0,159.85,898.4,911.6,70.25,855.0,299.1,888.95
380.2,49.75,1669.0,64.95,435.75,273.6,287.5,522.75,736.0,295.3,1041.95,155.1,489.65,146.65,406.7,241.95,245.55,738.45,176.0,141.45,41.05,3140.8,403.2,742.9,658.45,185.4,4302.65,143.5,905.9,4900.5,194.75,491.6,104.25,324.85,369.0,194.0,330.0,192.35,162.0,906.1,907.25,69.65,853.85,303.85,902.6
379.15,49.5,1703.85,64.45,447.3,283.15,292.4,519.3,736.35,296.45,1033.35,152.4,495.9,146.35,413.75,244.8,251.05,739.5,178.3,141.55,40.45,3239.0,391.95,768.1,650.5,184.05,4264.8,135.55,922.4,4854.0,196.75,487.95,105.25,325.15,372.75,189.35,328.1,195.4,158.9,864.65,899.35,67.8,805.1,314.35,915.3
378.05,48.8,1714.55,64.3,448.85,286.35,290.4,514.75,744.3,296.45,1060.45,153.6,514.55,146.3,407.45,248.3,253.1,748.35,175.0,147.25,40.4,3330.35,405.0,761.3,646.25,184.45,4230.1,139.85,909.8,5102.25,200.75,488.35,105.05,324.75,374.05,194.0,344.55,203.15,166.75,868.95,903.5,67.6,807.6,305.05,935.3
379.65,48.7,1700.3,64.25,450.6,286.25,284.25,519.95,756.6,295.4,1093.5,155.4,504.0,154.85,408.65,258.05,253.8,747.25,177.9,150.15,40.15,3274.0,407.9,767.4,641.95,183.6,4290.8,147.85,922.65,5170.9,198.3,483.5,104.2,324.9,384.45,192.45,350.25,198.05,169.35,873.8,907.05,67.35,812.65,303.9,947.8
382.3,48.45,1724.45,64.1,438.05,283.6,281.65,517.0,749.65,293.75,1096.3,153.25,500.6,155.8,395.95,261.2,251.3,730.35,177.85,148.3,39.9,3303.1,403.1,753.65,598.4,188.2,4287.45,150.45,926.05,5061.35,196.1,481.95,103.45,325.8,382.5,193.25,346.0,199.95,170.3,872.7,902.5,69.9,866.6,305.9,935.15
382.85,48.15,1728.1,64.55,424.55,284.2,282.4,518.15,781.55,308.65,1091.5,150.95,510.55,171.55,385.1,263.4,253.45,734.9,177.3,145.1,39.7,3169.55,399.2,759.65,593.95,189.8,4239.2,160.3,925.55,5126.75,194.9,476.95,104.25,328.5,389.8,199.0,361.6,205.35,173.05,853.2,913.45,73.35,901.65,300.9,912.55
397.25,57.8,1670.35,66.2,421.2,293.6,283.0,533.15,790.2,331.05,1193.6,154.15,503.5,166.3,418.1,289.85,254.6,720.8,179.0,145.75,41.25,3118.6,391.7,757.15,595.65,188.75,4174.2,164.2,930.6,5151.2,192.75,476.95,104.6,330.75,398.2,198.5,369.05,204.15,172.35,875.45,918.55,71.7,891.05,308.65,907.8
396.65,54.15,1631.1,66.7,404.6,290.25,290.85,536.75,809.1,332.05,1170.1,160.15,497.65,167.4,402.65,276.75,257.35,723.85,171.6,148.7,41.2,3096.05,404.85,770.85,573.3,187.15,4078.1,165.05,928.15,5133.6,191.95,490.45,104.55,332.95,387.9,196.95,364.2,204.8,172.6,886.1,906.75,71.25,900.05,313.25,901.75
400.1,64.3,1659.85,69.45,402.65,290.9,295.5,536.2,817.1,343.3,1129.5,161.45,500.35,158.2,415.25,277.75,256.25,745.4,168.3,150.1,41.3,3095.2,421.1,765.9,580.45,189.0,3963.45,164.1,923.4,5153.05,192.1,493.65,104.3,328.75,388.25,198.45,370.2,211.55,175.45,914.65,906.45,73.25,880.85,322.6,917.35
401.9,63.7,1649.1,68.1,404.9,303.5,293.6,540.35,828.0,340.35,1135.15,162.05,500.2,161.35,409.35,284.4,256.7,766.15,168.9,148.05,41.2,3240.3,411.3,775.1,580.65,187.0,3989.95,168.7,929.2,5153.95,191.55,481.1,104.35,326.25,384.9,197.9,367.7,210.85,175.35,900.55,911.65,73.0,890.2,315.25,938.1
392.05,61.45,1651.65,68.95,419.45,311.4,292.65,538.75,808.75,345.4,1145.25,162.05,496.25,161.0,408.05,282.7,254.0,764.05,170.0,150.5,41.75,3251.35,416.6,771.6,574.2,186.3,3988.35,166.9,968.6,5212.55,190.05,474.45,104.05,326.65,382.3,199.45,359.65,209.6,172.25,900.75,910.15,69.6,892.05,309.2,918.35
389.8,64.25,1650.75,69.9,405.55,310.6,294.25,530.9,809.95,388.95,1115.6,162.05,503.15,158.85,410.45,284.2,256.85,760.25,169.8,150.1,41.75,3626.8,410.9,763.85,506.4,185.7,4090.7,165.95,974.55,5399.45,191.35,470.4,104.55,334.1,386.4,198.5,354.25,214.4,177.3,898.4,894.3,70.0,901.65,310.8,1005.5
396.85,65.1,1641.1,69.5,400.1,318.45,295.8,550.15,827.8,366.5,1117.05,156.7,497.3,154.8,416.15,289.8,257.5,773.75,171.15,154.5,40.65,3514.95,406.8,757.35,482.6,185.4,4194.1,167.75,967.35,5564.65,191.0,471.65,106.4,330.7,389.65,194.65,359.25,216.5,183.85,877.55,907.05,70.2,912.0,300.05,953.7
401.25,74.95,1600.65,69.25,408.15,320.05,296.0,550.05,830.45,370.9,1183.2,155.45,497.85,153.9,411.2,285.05,259.7,771.85,168.05,160.1,40.2,3487.25,412.9,755.7,455.95,184.05,4157.3,168.4,934.95,5687.25,186.0,471.1,104.0,339.75,402.55,193.1,368.5,217.7,189.95,880.9,904.3,69.85,914.05,308.1,968.0
401.0,72.75,1614.3,69.6,414.75,318.9,294.95,542.0,825.6,389.9,1182.7,161.65,500.45,159.1,409.05,276.9,263.4,775.55,166.2,159.8,39.6,3407.05,408.65,736.95,411.05,182.8,4155.75,171.75,897.95,5742.8,182.0,469.25,104.3,337.65,409.55,192.75,362.0,214.7,191.0,877.4,882.55,67.6,891.05,320.7,945.5
398.4,74.3,1611.75,69.85,422.65,312.65,278.85,542.3,827.3,397.9,1172.5,157.05,514.55,164.9,406.95,283.2,239.05,780.3,163.45,163.2,39.4,3445.75,409.2,754.65,347.6,182.45,4167.4,176.0,886.45,5732.9,178.75,480.35,101.85,343.75,418.45,194.0,363.7,220.95,198.7,848.6,853.1,67.95,904.5,333.1,974.65
396.25,73.5,1598.55,69.65,422.8,306.35,269.25,540.4,814.55,401.05,1182.65,162.1,514.75,168.25,400.25,272.75,242.25,790.8,158.0,159.95,39.35,3463.4,406.4,752.9,310.75,180.6,4146.25,179.35,880.5,5702.65,176.8,478.5,103.1,338.8,419.0,196.85,357.6,217.75,195.65,858.8,859.5,67.2,868.25,335.3,935.95
401.85,75.0,1611.15,69.15,438.3,303.55,259.15,540.25,804.05,393.05,1163.8,163.75,507.75,168.75,407.95,276.6,246.2,795.9,152.4,158.15,38.75,3389.35,401.45,744.9,293.4,180.45,4138.35,176.6,905.8,5629.7,175.55,469.3,102.7,339.25,414.2,197.4,353.35,225.55,196.85,875.3,860.75,66.75,886.6,338.3,916.65
398.3,74.45,1625.5,69.0,438.25,311.0,250.45,535.55,765.85,380.4,1153.65,151.25,498.8,167.2,420.95,276.95,245.55,796.1,146.8,153.8,38.9,3291.05,396.15,726.7,298.9,182.2,4054.85,170.95,922.35,5664.45,177.45,457.85,102.35,335.7,406.35,198.0,337.6,215.7,191.0,846.15,861.15,65.45,875.55,339.3,885.1
397.05,73.1,1609.85,68.5,442.3,314.25,254.15,535.25,772.3,373.55,1140.15,162.65,491.5,168.85,408.05,269.75,239.55,792.9,151.4,150.15,37.95,3338.45,393.75,722.5,336.7,181.25,4248.85,164.65,906.7,5620.95,176.8,451.25,104.15,334.05,394.3,193.05,346.55,208.05,185.9,833.65,851.05,65.15,846.15,339.35,898.45
395.9,73.45,1602.35,69.0,429.25,311.2,257.9,539.75,763.7,370.9,1107.8,156.3,480.35,163.4,400.4,255.9,239.0,775.9,158.9,150.0,38.1,3431.45,394.75,726.1,313.65,174.75,4282.95,166.3,910.65,5578.45,171.25,453.05,101.4,329.8,397.3,189.5,352.75,213.3,186.4,823.5,850.5,64.35,850.8,331.95,925.2
394.05,73.4,1591.4,68.55,420.05,317.35,264.65,535.05,773.55,373.35,1136.8,157.05,486.0,167.25,408.35,258.5,237.6,770.85,164.2,154.75,38.15,3460.75,397.95,743.2,278.0,176.8,4337.5,170.25,908.75,5449.7,172.35,461.6,101.35,341.8,405.25,199.85,356.2,213.1,190.65,823.55,850.05,63.75,902.55,326.45,917.1
393.75,78.3,1475.5,68.35,436.2,315.75,268.55,551.5,786.55,393.4,1133.35,157.5,489.9,174.65,419.9,264.85,241.85,800.05,169.6,159.65,36.65,3516.7,400.0,735.6,260.3,175.9,4342.75,176.75,918.65,5382.5,161.4,468.05,101.8,349.6,425.15,203.0,360.0,222.55,197.6,779.7,848.45,64.0,893.25,336.6,929.35
398.1,75.7,1494.5,67.5,418.3,315.25,265.75,549.5,812.1,390.35,1143.0,155.95,499.65,172.85,406.8,266.3,246.0,818.25,167.0,159.05,38.2,3526.55,400.45,740.4,244.5,179.5,4211.25,177.55,912.3,5303.7,159.9,466.1,101.5,345.2,425.1,197.05,389.5,229.35,202.95,803.85,846.0,67.0,843.05,325.9,955.6
400.35,80.9,1425.55,67.7,420.55,316.15,262.35,549.65,820.7,391.95,1129.4,155.1,501.7,170.7,404.3,265.55,248.05,820.7,169.95,159.35,38.45,3585.6,396.8,739.05,260.3,179.9,4176.9,185.05,938.8,5293.5,157.85,463.0,101.35,347.65,429.3,211.35,385.25,230.35,210.35,791.85,846.6,66.5,849.45,322.6,949.7
401.15,81.6,1468.6,68.0,421.8,320.2,266.75,553.6,834.95,390.65,1148.35,153.3,523.25,171.05,409.6,271.25,251.5,829.35,168.45,162.0,38.55,3566.75,412.15,726.1,268.1,180.95,4169.2,201.1,918.95,5250.8,166.9,468.8,98.85,348.6,436.55,215.2,390.95,232.3,209.15,817.7,840.5,67.3,822.0,314.65,941.15
398.5,80.35,1456.75,69.55,424.7,318.7,263.9,542.95,819.35,413.2,1148.4,153.65,546.45,177.4,413.05,265.35,266.9,818.05,170.55,159.15,40.4,3602.2,438.2,717.5,249.9,181.3,4061.85,200.3,934.15,5428.15,165.6,454.65,101.0,357.9,422.75,210.85,401.0,225.9,208.05,811.45,828.6,66.6,801.05,315.75,947.6
404.1,80.05,1448.45,71.75,429.15,325.3,273.65,547.45,806.55,420.4,1088.65,152.65,565.15,173.75,422.15,266.4,273.15,810.95,168.45,162.6,41.6,3776.65,433.7,720.25,229.1,189.3,3977.35,197.3,948.05,5315.45,163.3,456.0,99.6,355.05,418.5,210.3,403.95,238.6,214.0,823.7,822.1,66.6,781.15,305.35,986.6
403.0,82.3,1422.35,73.45,436.65,330.4,275.9,547.1,808.7,404.3,1023.1,152.35,576.4,169.2,438.95,269.05,270.5,848.35,166.95,155.0,41.3,3742.45,469.05,729.3,204.65,187.1,4082.1,201.95,936.85,5113.45,161.55,480.4,98.8,354.9,427.9,207.15,419.75,241.8,218.55,876.5,829.95,66.85,773.5,310.0,989.5
404.65,78.15,1429.5,74.25,438.5,332.0,270.05,544.7,861.8,394.9,1000.05,151.85,559.8,168.6,432.9,279.65,269.9,851.4,163.0,151.75,40.15,3727.25,472.35,731.75,206.75,187.45,3939.15,198.1,924.9,4952.4,165.7,475.2,97.05,347.95,415.3,207.55,453.45,233.55,215.7,878.35,830.25,65.55,777.25,317.4,958.2
403.65,77.65,1456.9,74.2,455.8,335.6,262.65,541.1,830.4,389.35,1028.6,151.35,552.1,164.35,431.35,276.6,268.1,844.85,160.55,147.15,39.55,3505.35,486.45,731.9,222.0,189.85,3696.55,194.1,940.25,5010.85,163.15,481.45,95.55,350.6,406.3,204.0,438.2,231.65,216.6,852.5,824.1,65.05,777.95,314.9,921.75
404.65,76.9,1475.6,71.6,453.55,343.2,276.55,543.7,855.55,389.35,1036.5,157.7,569.9,164.6,434.55,272.05,269.65,856.95,165.8,149.7,39.8,3508.35,503.85,738.35,229.6,190.45,3664.8,196.75,944.6,5114.25,161.25,499.75,97.65,355.55,417.5,206.4,445.2,240.75,224.25,871.05,822.25,65.8,768.75,321.65,934.15
409.3,77.45,1430.75,72.4,454.65,337.15,283.25,549.85,871.35,400.45,1057.1,160.25,584.3,165.05,443.55,275.25,272.05,860.55,168.15,153.55,40.95,3557.65,517.4,761.7,307.0,188.2,3751.3,199.65,963.25,5101.55,166.05,524.5,99.0,363.3,422.15,204.95,447.6,245.75,233.0,810.45,803.9,68.4,784.8,319.8,959.0
410.15,78.15,1423.55,75.0,467.9,342.6,284.95,550.25,872.2,394.1,1060.0,163.4,582.05,171.95,452.75,274.8,271.35,879.05,171.05,154.05,40.9,3481.8,532.8,768.35,311.75,188.35,3529.25,205.0,952.5,5113.9,168.2,543.35,101.05,361.3,431.8,205.85,436.8,247.25,236.8,832.35,770.0,79.0,784.55,319.7,945.9
417.3,77.2,1452.5,76.05,468.85,363.45,280.5,557.35,859.55,385.15,1049.05,166.75,579.65,174.05,478.75,273.35,276.4,880.55,172.05,159.0,41.05,3408.6,523.25,772.05,348.3,188.8,3892.65,206.1,951.6,4985.65,167.3,535.15,100.65,356.8,429.35,200.3,446.9,245.6,236.75,851.25,768.25,77.3,767.85,318.9,924.85
