Motilal Oswal Focused 25 Fund (MOF25) - Direct Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25) - Regular Plan Dividend Option,Motilal Oswal Focused 25 Fund (MOF25)- Direct Plan Growth Option,Motilal Oswal Focused 25 Fund (MOF25)- Regular Plan Growth Option,SBI FOCUSED EQUITY FUND - DIRECT PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - DIRECT PLAN -GROWTH,SBI FOCUSED EQUITY FUND - REGULAR  PLAN - DIVIDEND,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,Baroda Banking And Financial Services Fund - Plan A - Bonus Option,Baroda Banking and Financial Services Fund - Plan A - Dividend,Baroda Banking and Financial Services Fund - Plan A - Growth Option,Sundaram Select Focus - Direct Plan - Dividend Option,Sundaram Select Focus - Direct Plan - Growth Option,Sundaram Select Focus-Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Dividend,Aditya Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth,HDFC Focused 30 Fund - DIVIDEND,HDFC Focused 30 Fund - GROWTH,HDFC Focused 30 Fund -Direct Plan - Dividend Option,ICICI Prudential Focused Equity Fund - Direct Plan - Dividend,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,ICICI Prudential Focused Equity Fund - Dividend
15.0581,14.2805,17.3662,16.5217,30.476,102.4885,22.2078,99.1909,16.41,15.26,16.41,12.4243,123.6575,12.2308,17.08,20.17,15.34,19.68,18.185,61.19,19.011,23.84,24.61,16.9
14.9975,14.2226,17.2963,16.4546,30.4105,102.2684,22.1599,98.9769,16.42,15.28,16.42,12.4186,123.6007,12.2251,17.08,20.17,15.34,19.68,18.206,61.259,19.033,23.83,24.6,16.89
15.0279,14.2508,17.3313,16.4873,30.4517,102.4069,22.1897,99.11,16.38,15.24,16.38,11.9038,123.4524,11.7104,17.05,20.13,15.31,19.64,18.284,61.524,19.116,23.83,24.6,16.9
14.59,13.834,16.8263,16.0051,29.8168,100.2717,21.7261,97.0397,15.84,14.73,15.84,11.672,121.049,11.4823,16.47,19.45,14.79,18.98,17.884,60.178,18.7,23.5,24.26,16.66
14.804,14.0364,17.0731,16.2392,30.0879,101.1835,21.9232,97.9197,15.94,14.83,15.94,11.7784,122.1519,11.5869,16.64,19.64,14.94,19.17,17.923,60.308,18.741,23.68,24.45,16.79
14.9372,14.1622,17.2267,16.3847,30.0567,101.0785,21.8999,97.8158,16.02,14.9,16.02,11.8063,122.4414,11.6146,16.74,19.76,15.03,19.28,18.051,60.739,18.876,23.78,24.55,16.86
14.7607,13.9943,17.0231,16.1905,29.744,100.0268,21.6715,96.7958,15.82,14.71,15.82,11.6797,121.1289,11.4912,16.52,19.51,14.84,19.03,18.04,60.702,18.865,23.62,24.38,16.74
14.9603,14.1831,17.2534,16.4089,30.1862,101.514,21.9932,98.2327,16.13,15,16.13,11.8828,123.2352,11.6909,16.97,20.04,15.24,19.55,18.255,61.426,19.09,24.1,24.88,17.08
14.9905,14.21,17.2882,16.4401,30.5684,102.7995,22.2702,99.4697,15.98,14.87,15.98,11.8758,123.1626,11.6839,16.78,19.81,15.07,19.33,18.438,62.039,19.283,24.13,24.9,17.1
15.1571,14.3674,17.4803,16.6222,30.5496,102.7361,22.2559,99.4059,16,14.89,16,11.8844,123.2517,11.6922,16.95,20.02,15.22,19.53,18.534,62.364,19.385,24.18,24.96,17.13
15.2421,14.4475,17.5784,16.7148,30.75,103.41,22.4014,100.0556,16.28,15.14,16.28,12.0123,124.5781,11.818,17.21,20.33,15.46,19.83,18.773,63.168,19.636,24.48,25.27,17.35
15.1531,14.3626,17.4757,16.6166,30.5178,102.6292,22.2317,99.2978,16.08,14.96,16.08,11.9458,123.8882,11.7525,17.03,20.11,15.29,19.61,18.63,62.687,19.487,24.41,25.2,17.3
14.9487,14.1683,17.24,16.3918,30.1255,101.3097,21.9453,98.0188,15.86,14.75,15.86,11.7853,122.2235,11.5945,16.79,19.82,15.07,19.34,18.424,61.993,19.272,24.16,24.94,17.12
15.1458,14.3536,17.4674,16.6062,30.3427,102.0401,22.1019,98.7182,15.98,14.86,15.98,11.8213,122.5973,11.6298,16.91,19.97,15.18,19.48,18.484,62.196,19.337,24.23,25.02,17.17
15.0952,14.305,17.4089,16.55,30.4333,102.345,22.1674,99.0108,16.04,14.92,16.04,11.8328,122.7168,11.6411,16.95,20.01,15.21,19.52,18.649,62.751,19.51,24.18,24.96,17.13
15.0827,14.2927,17.3945,16.5357,30.359,102.095,22.1128,98.7665,15.89,14.78,15.89,11.7761,122.1285,11.5833,16.77,19.8,15.06,19.32,18.587,62.542,19.446,23.99,24.77,17
15.2917,14.4901,17.6355,16.7642,30.6316,103.0119,22.3108,99.6511,16.13,15.01,16.13,11.9717,124.1564,11.7775,17.04,20.12,15.3,19.63,18.861,63.464,19.733,24.35,25.14,17.25
15.2753,14.474,17.6166,16.7455,30.6161,102.9599,22.299,99.5984,16.28,15.14,16.28,12.0012,124.463,11.8064,17.11,20.2,15.36,19.7,19.022,64.007,19.903,24.36,25.15,17.26
15.0388,14.2484,17.3439,16.4845,30.3441,102.0451,22.0993,98.7063,15.97,14.85,15.97,11.8619,123.0183,11.6693,16.74,19.76,15.02,19.27,18.86,63.462,19.736,24.17,24.95,17.12
15.0925,14.2987,17.4058,16.5427,30.4612,102.4388,22.184,99.0848,16,14.89,16,11.9524,123.9568,11.7582,16.69,19.71,14.98,19.22,18.945,63.745,19.824,24.3,25.08,17.21
14.9753,14.1872,17.2707,16.4137,30.3997,102.2323,22.1388,98.8827,15.9,14.79,15.9,11.8904,123.3137,11.6972,16.54,19.53,14.84,19.04,18.74,63.056,19.611,24.2,24.99,17.14
14.9596,14.1718,17.2526,16.3958,30.3472,102.0557,22.1,98.7096,15.95,14.84,15.95,11.8612,123.0112,11.6684,16.6,19.6,14.9,19.11,18.822,63.332,19.697,24.05,24.83,17.03
14.9692,14.1804,17.2637,16.4058,30.3325,102.0061,22.0888,98.6594,15.88,14.78,15.88,11.8334,122.7226,11.641,16.54,19.53,14.85,19.05,18.815,63.309,19.691,24.04,24.82,17.03
14.8997,14.1129,17.1835,16.3277,30.2131,101.6047,22.0003,98.2641,15.81,14.7,15.81,11.8059,122.4378,11.6138,16.43,19.4,14.75,18.92,18.749,63.088,19.624,23.95,24.73,16.96
14.7475,13.9682,17.008,16.1604,29.8937,100.5303,21.7672,97.223,15.58,14.5,15.58,11.7853,122.2241,11.5934,16.2,19.12,14.53,18.65,18.667,62.81,19.539,23.94,24.71,16.95
14.7468,13.967,17.0071,16.1589,29.8353,100.3347,21.7243,97.0315,15.59,14.5,15.59,11.7766,122.1336,11.5848,16.22,19.15,14.56,18.67,18.638,62.715,19.51,23.84,24.61,16.88
14.5731,13.802,16.8068,15.9681,29.489,99.17,21.4716,95.9031,15.39,14.31,15.39,11.6594,120.9182,11.4694,16.02,18.92,14.38,18.44,18.435,62.031,19.298,23.65,24.42,16.75
14.5921,13.8195,16.8287,15.9883,28.8033,96.8642,20.9719,93.6709,15.37,14.3,15.37,11.6905,121.2411,11.5,16.08,18.98,14.43,18.51,18.551,62.42,19.42,23.82,24.59,16.87
14.3991,13.6352,16.6061,15.775,28.2509,95.0062,20.5682,91.8679,15.13,14.08,15.13,11.5773,120.0669,11.3885,15.82,18.68,14.19,18.21,18.165,61.12,19.017,23.58,24.34,16.69
14.5923,13.8177,16.829,15.9862,28.6913,96.4874,20.8884,93.2981,15.37,14.3,15.37,11.7525,121.8833,11.5607,16.08,18.99,14.43,18.51,18.459,62.111,19.326,23.86,24.63,16.89
14.6094,13.8333,16.8487,16.0043,28.9832,97.469,21.1005,94.2453,15.39,14.32,15.39,11.7536,121.8948,11.5617,16.16,19.09,14.5,18.61,18.461,62.118,19.329,23.85,24.62,16.88
14.7882,14.0021,17.0549,16.1996,29.1649,98.0803,21.2323,94.8341,15.62,14.53,15.62,11.8397,122.7876,11.6464,16.41,19.37,14.72,18.88,18.654,62.767,19.532,24,24.78,16.99
14.9387,14.1441,17.2285,16.3638,29.2126,98.2404,21.2665,94.9869,15.74,14.64,15.74,11.9707,124.147,11.7753,16.51,19.49,14.81,19,18.759,63.122,19.643,24.24,25.02,17.16
15.0225,14.2219,17.3251,16.4538,29.3722,98.7773,21.3813,95.4993,15.67,14.58,15.67,11.9386,123.814,11.7436,16.5,19.49,14.81,18.99,18.845,63.41,19.735,24.3,25.09,17.2
15.064,14.2607,17.373,16.4987,29.4375,98.9966,21.4283,95.7092,15.79,14.69,15.79,12.0155,124.611,11.8191,16.62,19.63,14.91,19.13,19.082,64.207,19.984,24.35,25.14,17.23
15.0024,14.2018,17.3019,16.4306,29.3237,98.6139,21.3449,95.337,15.75,14.65,15.75,11.9762,124.2036,11.7804,16.61,19.61,14.9,19.11,19.067,64.159,19.969,24.39,25.18,17.26
15.1643,14.3546,17.4886,16.6073,29.6074,99.5679,21.5509,96.257,16,14.88,16,12.0732,125.2096,11.8758,16.86,19.91,15.13,19.4,19.259,64.802,20.17,24.63,25.43,17.43
15.1837,14.3724,17.511,16.6279,29.5797,99.4749,21.5304,96.1652,16.1,14.98,16.1,12.0247,124.7063,11.828,16.91,19.97,15.17,19.46,19.136,64.391,20.043,24.46,25.25,17.31
15.1444,14.3336,17.4657,16.5831,29.4933,99.1843,21.4663,95.8789,16.13,15.01,16.13,12.014,124.5953,11.8173,16.98,20.05,15.23,19.54,19.238,64.733,20.152,24.46,25.25,17.31
15.2675,14.4496,17.6077,16.7173,29.6993,99.8771,21.6158,96.5468,16.21,15.07,16.21,12.0919,125.4033,11.8939,17.11,20.2,15.35,19.69,19.381,65.213,20.302,24.56,25.36,17.38
15.5157,14.684,17.8939,16.9884,29.9512,100.7241,21.7987,97.3637,16.6,15.44,16.6,12.2279,126.8135,12.0276,17.48,20.64,15.68,20.12,19.552,65.79,20.482,24.79,25.59,17.54
15.4946,14.6635,17.8696,16.9647,29.9676,100.7791,21.8102,97.4149,16.6,15.45,16.6,12.2767,127.3199,12.0755,17.49,20.65,15.69,20.12,19.715,66.337,20.653,25.06,25.87,17.73
15.4031,14.5763,17.764,16.8639,30.0205,100.9573,21.8483,97.5852,16.64,15.48,16.64,12.2922,127.4813,12.0908,17.47,20.63,15.67,20.11,19.624,66.03,20.558,24.95,25.76,17.65
15.4588,14.6274,17.8283,16.923,30.1194,101.2898,21.919,97.901,16.79,15.62,16.79,12.3054,127.6179,12.1036,17.65,20.83,15.82,20.3,19.76,66.489,20.704,24.95,25.76,17.65
15.4145,14.585,17.7771,16.8739,30.1281,101.3191,21.9248,97.9271,16.77,15.6,16.77,12.2995,127.5568,12.0977,17.65,20.84,15.83,20.3,19.681,66.222,20.621,24.95,25.76,17.65
15.4912,14.657,17.8656,16.9572,30.2582,101.7566,22.019,98.3476,16.89,15.71,16.89,12.3151,127.7188,12.113,17.81,21.03,15.97,20.49,19.69,66.254,20.632,25.02,25.83,17.7
15.6023,14.7616,17.9937,17.0782,30.5269,102.66,22.2139,99.2185,16.87,15.69,16.87,12.367,128.2563,12.1645,17.83,21.05,15.99,20.51,19.699,66.283,20.642,25.04,25.85,17.71
15.5298,14.6925,17.9102,16.9983,30.1853,101.5115,21.9649,98.1063,16.66,15.49,16.66,12.2397,126.9361,12.0392,17.62,20.81,15.8,20.27,19.433,65.389,20.364,24.84,25.64,17.57
15.69,14.8424,18.0949,17.1717,30.0593,101.0877,21.8717,97.69,16.76,15.59,16.76,12.2874,127.4312,12.0861,17.71,20.91,15.88,20.37,19.624,66.03,20.566,24.87,25.67,17.59
15.842,14.9857,18.2702,17.3375,30.2907,101.8657,22.0396,98.4397,16.86,15.68,16.86,12.4024,128.6236,12.1991,17.84,21.06,15.99,20.52,19.837,66.749,20.79,25.07,25.88,17.73
16.1034,15.2324,18.5716,17.6229,30.5407,102.7066,22.221,99.2502,17.27,16.06,17.27,12.6264,130.9474,12.4194,18.34,21.65,16.44,21.09,20.046,67.45,21.01,25.19,26,17.81
16.122,15.2488,18.5931,17.642,30.7367,103.3658,22.3627,99.8829,17.33,16.12,17.33,12.6999,131.7094,12.4916,18.5,21.85,16.59,21.28,20.165,67.853,21.136,25.3,26.12,17.89
16.0277,15.158,18.4844,17.5369,30.6098,102.9388,22.2688,99.4637,17.22,16.02,17.22,12.6605,131.3015,12.4527,18.47,21.81,16.56,21.25,20.171,67.871,21.144,25.39,26.21,17.96
15.8748,15.0129,18.308,17.3689,30.5072,102.5939,22.1937,99.1283,17.05,15.86,17.05,12.5727,130.39,12.3661,18.36,21.68,16.46,21.12,19.863,66.834,20.822,25.05,25.86,17.72
16.2879,15.403,18.7844,17.8203,30.8428,103.7225,22.4374,100.2166,17.51,16.29,17.51,12.8353,133.1143,12.6243,18.92,22.34,16.96,21.76,20.225,68.055,21.203,25.44,26.26,17.99
16.3643,15.4747,18.8726,17.9033,31.0673,104.4776,22.6002,100.9439,17.57,16.34,17.57,12.9032,133.8177,12.6908,19.11,22.56,17.13,21.97,20.333,68.415,21.316,25.58,26.4,18.09
16.3223,15.4344,18.8242,17.8567,31.3517,105.4339,22.8066,101.8657,17.7,16.46,17.7,12.9172,133.9637,12.7044,19.32,22.82,17.32,22.22,20.503,68.989,21.496,25.63,26.46,18.12
16.441,15.5449,18.961,17.9845,31.6147,106.3188,22.9965,102.7138,17.83,16.58,17.83,13.0147,134.9749,12.7997,19.48,23,17.46,22.4,20.617,69.371,21.617,25.84,26.68,18.27
16.453,15.5557,18.9748,17.997,31.4754,105.8505,22.8946,102.2589,17.79,16.55,17.79,12.9984,134.8057,12.7834,19.44,22.95,17.42,22.35,20.696,69.638,21.701,25.76,26.59,18.21
16.5104,15.6094,19.041,18.0591,31.4008,105.5994,22.8398,102.0141,17.77,16.53,17.77,12.9692,134.5022,12.7544,19.47,22.99,17.45,22.39,20.697,69.643,21.703,25.81,26.64,18.25
16.5343,15.6314,19.0685,18.0845,31.5324,106.0423,22.9351,102.4396,17.73,16.49,17.73,12.9835,134.6507,12.7682,19.37,22.87,17.36,22.27,20.701,69.654,21.708,25.77,26.6,18.22
16.4668,15.567,18.9907,18.0101,31.5721,106.1756,22.9634,102.5661,17.75,16.51,17.75,12.9814,134.6293,12.766,19.47,22.99,17.45,22.38,20.649,69.479,21.654,25.81,26.64,18.24
16.482,15.5797,19.0083,18.0248,31.3907,105.5656,22.83,101.9702,17.74,16.5,17.74,12.9643,134.4511,12.7484,19.39,22.89,17.37,22.29,20.618,69.375,21.623,25.86,26.69,18.28
16.3669,15.4704,18.8756,17.8983,31.3075,105.2859,22.769,101.6978,17.72,16.49,17.72,12.9312,134.1083,12.7157,19.32,22.81,17.31,22.2,20.37,68.542,21.364,25.72,26.55,18.18
16.1767,15.2901,18.6562,17.6896,31.166,104.81,22.6656,101.2359,17.54,16.32,17.54,12.8521,133.2879,12.6377,19.05,22.49,17.07,21.9,20.021,67.366,20.998,25.43,26.25,17.97
16.3679,15.4702,18.8767,17.898,31.3919,105.5699,22.8294,101.9676,17.68,16.44,17.68,12.949,134.293,12.7328,19.3,22.79,17.29,22.19,20.198,67.963,21.185,25.75,26.59,18.2
16.4815,15.577,19.0077,18.0216,31.6875,106.5638,23.0439,102.9254,17.9,16.65,17.9,13.0316,135.1495,12.8137,19.54,23.07,17.51,22.46,20.274,68.22,21.266,25.97,26.81,18.36
16.5778,15.6664,19.1188,18.125,31.8008,106.9448,23.1248,103.2869,18.13,16.87,18.13,13.0899,135.7542,12.8704,19.68,23.24,17.63,22.62,20.432,68.749,21.433,26.16,27,18.48
16.5488,15.6384,19.0854,18.0926,31.9365,107.4011,23.223,103.7258,18.23,16.96,18.23,13.1335,136.2068,12.9131,19.74,23.3,17.68,22.68,20.535,69.097,21.542,26.21,27.05,18.52
16.4828,15.5754,19.0092,18.0198,31.8065,106.9633,23.1279,103.301,18.19,16.92,18.19,13.1285,136.1549,12.908,19.65,23.2,17.6,22.58,20.449,68.806,21.452,26.06,26.9,18.41
16.5938,15.6797,19.1372,18.1404,31.798,106.9348,23.1213,103.2716,18.23,16.96,18.23,12.6502,136.3792,12.429,19.66,23.21,17.61,22.59,20.415,68.692,21.417,26.11,26.95,18.45
16.5051,15.5936,19.0349,18.0409,31.7399,106.7397,23.0772,103.0743,18.05,16.79,18.05,12.5839,135.6645,12.3631,19.44,22.95,17.41,22.33,20.225,68.054,21.221,25.94,26.78,18.33
16.4266,15.5189,18.9444,17.9544,31.7752,106.8584,23.1022,103.1862,18.16,16.89,18.16,12.5555,135.3589,12.3351,19.53,23.06,17.49,22.44,20.182,67.91,21.177,25.93,26.77,18.32
16.4572,15.5472,18.9797,17.9872,32.0037,107.627,23.2678,103.9256,18.29,17.01,18.29,12.6453,136.3262,12.423,19.49,23.01,17.45,22.39,20.219,68.034,21.216,26.09,26.94,18.43
16.3071,15.4049,18.8065,17.8225,31.8156,106.9943,23.1303,103.3118,18.06,16.8,18.06,12.5754,135.5728,12.3541,19.2,22.67,17.19,22.06,18.075,67.549,19.066,25.97,26.81,18.35
16.2799,15.3786,18.7752,17.7921,31.8543,107.1243,23.1578,103.4345,18.01,16.75,18.01,12.5605,135.4123,12.3392,19.18,22.64,17.17,22.03,18.049,67.451,19.039,26.01,26.85,18.37
16.3566,15.449,18.8637,17.8735,31.7561,106.7942,23.0847,103.1081,18.16,16.9,18.16,12.6463,136.3375,12.4229,19.23,22.71,17.22,22.09,18.139,67.787,19.136,26.12,26.97,18.45
16.3281,15.4214,18.8309,17.8416,31.7876,106.9,23.1071,103.2082,18.11,16.85,18.11,12.6186,136.0388,12.3955,19.22,22.7,17.21,22.08,18.152,67.834,19.15,26.06,26.9,18.4
16.3313,15.4236,18.8344,17.8442,31.7775,106.8661,23.0994,103.1735,18.14,16.88,18.14,12.575,135.5683,12.3524,19.31,22.8,17.29,22.18,18.038,67.409,19.03,25.96,26.8,18.33
16.3379,15.4292,18.8421,17.8506,31.6742,106.5184,23.0238,102.8359,18.17,16.9,18.17,12.5955,135.7898,12.3724,19.31,22.8,17.29,22.18,18.053,67.465,19.047,25.96,26.8,18.33
16.3704,15.4592,18.8795,17.8853,31.651,106.4407,23.0065,102.7589,18.17,16.9,18.17,12.5792,135.6134,12.3561,19.28,22.76,17.26,22.14,18.038,67.409,19.032,25.98,26.82,18.35
16.5489,15.6249,19.0854,18.077,31.9104,107.3132,23.1933,103.5929,18.47,17.18,18.47,12.7845,137.8276,12.557,19.75,23.32,17.68,22.68,18.393,68.736,19.409,26.6,27.46,18.78
16.6177,15.6891,19.1648,18.1514,32.0602,107.8168,23.3016,104.0769,18.56,17.27,18.56,12.7986,137.9789,12.5705,19.94,23.55,17.85,22.9,18.488,69.091,19.51,26.45,27.31,18.68
16.7231,15.788,19.2864,18.2657,32.3497,108.7904,23.5116,105.0148,18.67,17.37,18.67,12.9063,139.14,12.6761,20.11,23.75,18,23.09,18.758,70.102,19.796,26.66,27.52,18.82
16.7358,15.7992,19.301,18.2787,32.2454,108.4399,23.4354,104.6746,18.65,17.35,18.65,12.9416,139.5213,12.7106,20,23.62,17.9,22.96,18.602,69.516,19.631,26.61,27.47,18.79
16.7334,15.7948,19.2982,18.2736,32.4585,109.1566,23.589,105.3606,18.64,17.34,18.64,12.9052,139.1287,12.6742,19.96,23.57,17.87,22.92,18.632,69.632,19.666,26.45,27.3,18.67
16.7877,15.8453,19.3608,18.332,31.8918,107.251,23.1768,103.5195,18.58,17.29,18.58,13.0451,140.6373,12.8114,19.93,23.53,17.83,22.88,18.589,69.469,19.62,26.4,27.25,18.64
16.7256,15.786,19.2893,18.2634,31.6473,106.4286,22.9987,102.7238,18.39,17.11,18.39,12.9261,139.3536,12.6941,19.67,23.23,17.61,22.59,18.384,68.702,19.404,26.26,27.1,18.53
16.8512,15.9038,19.434,18.3997,31.7521,106.781,23.0744,103.0622,18.53,17.24,18.53,13.0038,140.1914,12.7702,19.94,23.55,17.85,22.9,18.597,69.497,19.63,26.43,27.28,18.65
16.8789,15.9292,19.466,18.4291,31.8442,107.0909,23.141,103.3595,18.74,17.44,18.74,13.0692,140.8972,12.8343,20.07,23.71,17.96,23.05,18.673,69.783,19.711,26.47,27.33,18.69
16.3406,15.3931,19.4186,18.3817,31.8367,107.0655,23.1343,103.3296,18.71,15.91,18.71,13.0156,140.3193,12.7811,20.1,23.74,17.99,23.08,18.607,69.538,19.644,26.25,27.1,18.53
16.3298,15.3822,19.4057,18.3687,32.0404,107.7507,23.282,103.9891,18.8,15.98,18.8,13.0558,140.7523,12.8203,20.2,23.85,16.28,23.18,18.698,69.876,19.74,26.42,27.27,18.65
16.3498,15.4004,19.4296,18.3904,32.3226,108.6997,23.4866,104.9031,18.94,16.1,18.94,13.1128,141.3662,12.876,20.23,23.88,16.3,23.22,18.695,69.867,19.738,26.5,27.35,18.7
16.4621,15.5054,19.563,18.5158,32.7539,110.1502,23.7996,106.3011,19.08,16.22,19.08,13.1875,142.1718,12.9491,20.37,24.05,16.42,23.38,18.788,70.212,19.836,26.61,27.47,18.78
16.5536,15.591,19.6718,18.618,33.0611,111.1834,24.0224,107.2962,18.99,16.15,18.99,13.2112,142.4275,12.9721,20.45,24.15,16.48,23.47,18.94,70.78,19.997,26.6,27.46,18.77
16.5402,15.576,19.6558,18.6001,33.2255,111.7362,24.14,107.8214,19.04,16.18,19.04,13.3164,143.5615,13.0748,20.52,24.23,16.54,23.55,19.169,71.636,20.241,26.72,27.58,18.86
16.8328,15.85,20.0036,18.9274,33.6119,113.0355,24.4194,109.0695,19.19,16.31,19.19,13.361,144.0424,13.1181,20.58,24.3,16.58,23.61,19.405,72.517,20.491,26.76,27.62,18.88
16.8441,15.8599,20.017,18.9391,33.6244,113.0776,24.4279,109.1074,19.19,16.31,19.19,13.3603,144.0343,13.1172,20.55,24.27,16.56,23.58,19.395,72.483,20.482,26.74,27.61,18.87
16.9287,15.9387,20.1175,19.0333,33.3475,112.1465,24.2261,108.2062,19.03,16.18,19.03,13.326,143.665,13.0833,20.45,24.15,16.48,23.47,19.36,72.351,20.446,26.59,27.45,18.76
17.0846,16.0831,20.3027,19.2057,33.6227,113.0718,24.4241,109.0904,19.18,16.31,19.18,13.3372,143.7854,13.0936,20.66,24.4,16.65,23.71,19.521,72.953,20.618,26.54,27.4,18.73
17.1035,16.1001,20.3252,19.226,33.6805,113.266,24.4654,109.2752,19.42,16.51,19.42,13.4395,144.889,13.1938,20.93,24.72,16.86,24.01,19.678,73.54,20.785,26.69,27.55,18.83
17.1941,16.1847,20.4329,19.327,33.4686,112.5536,24.3109,108.585,19.35,16.45,19.35,13.3913,144.3689,13.1463,20.96,24.75,16.88,24.04,19.589,73.204,20.69,26.63,27.49,18.79
17.1609,16.1526,20.3934,19.2887,33.4014,112.3278,24.2615,108.3643,19.32,16.43,19.32,13.3553,143.9808,13.1107,21.02,24.82,16.93,24.11,19.515,72.93,20.614,26.53,27.39,18.72
17.1082,16.1002,20.3307,19.2261,33.3644,112.2027,24.232,108.2325,19.23,16.35,19.23,13.3295,143.7027,13.0845,20.91,24.7,16.85,23.99,19.432,72.621,20.529,26.43,27.28,18.64
17.0425,16.0377,20.2527,19.1515,33.3677,112.2137,24.2338,108.2403,19.22,16.34,19.22,13.2699,143.0603,13.0257,20.87,24.64,16.81,23.93,19.357,72.339,20.45,26.4,27.25,18.62
17.1271,16.1166,20.3532,19.2456,33.4591,112.5211,24.2995,108.5341,19.14,16.27,19.14,13.2832,143.2035,13.0384,20.83,24.59,16.77,23.89,19.45,72.685,20.549,26.45,27.31,18.66
17.1927,16.1776,20.4312,19.3186,33.6739,113.2437,24.4549,109.2282,19.15,16.28,19.15,13.3402,143.8184,13.0942,20.87,24.65,16.81,23.94,19.531,72.989,20.635,26.42,27.27,18.63
17.1404,16.1278,20.3691,19.259,33.6379,113.1226,24.4281,109.1085,19.16,16.29,19.16,13.3423,143.8409,13.096,20.87,24.65,16.81,23.94,19.598,73.239,20.707,26.27,27.12,18.53
17.2415,16.2208,20.4892,19.3701,33.6364,113.1174,24.4251,109.0951,19.41,16.5,19.41,13.469,145.2067,13.2197,21.11,24.93,17,24.21,19.672,73.518,20.788,26.42,27.28,18.64
17.4496,16.4159,20.7366,19.6031,33.847,113.8257,24.5774,109.7753,19.58,16.65,19.58,13.6187,146.8204,13.3664,21.38,25.25,17.22,24.52,19.782,73.927,20.904,26.67,27.54,18.81
17.3485,16.32,20.6164,19.4886,33.6201,113.0626,24.412,109.0366,19.72,16.77,19.72,13.7158,147.8671,13.4615,21.4,25.27,17.23,24.54,19.775,73.9,20.897,26.79,27.66,18.9
17.4018,16.3694,20.6797,19.5476,33.6536,113.1753,24.4357,109.1423,19.82,16.85,19.82,13.7142,147.8503,13.4597,21.39,25.26,17.23,24.53,19.778,73.913,20.901,26.91,27.78,18.98
17.4328,16.3979,20.7166,19.5816,30.5905,112.9629,22.1892,108.9347,20.07,17.06,20.07,13.6472,147.1279,13.3937,21.53,25.43,17.34,24.69,19.853,74.192,20.981,26.88,27.75,18.95
17.5494,16.5047,20.8551,19.7092,30.4976,112.6196,22.1199,108.5925,20.07,17.06,20.07,13.6817,147.4997,13.4266,21.58,25.48,17.37,24.74,19.859,74.216,20.991,26.78,27.65,18.89
17.4305,16.3922,20.7138,19.5748,30.5767,112.912,22.1767,108.8716,20.07,17.06,20.07,13.6664,147.3349,13.4114,21.51,25.4,17.32,24.66,19.793,73.97,20.922,26.8,27.67,18.9
17.3377,16.3042,20.6035,19.4697,30.7348,113.4957,22.2905,109.4315,20.24,17.2,20.24,13.7275,147.9931,13.4711,21.77,25.71,17.53,24.96,19.933,74.49,21.07,26.9,27.76,18.96
17.2228,16.1955,20.467,19.3399,30.6298,113.108,22.2138,109.0549,20.05,17.05,20.05,13.6332,146.9766,13.3783,21.58,25.48,17.37,24.74,19.746,73.791,20.873,26.75,27.62,18.86
17.3323,16.2963,20.5971,19.4603,30.7934,113.712,22.3307,109.6288,20.11,17.1,20.11,13.642,147.0711,13.3863,21.73,25.66,17.49,24.9,19.865,74.238,21.001,26.85,27.72,18.93
17.4261,16.3839,20.7086,19.5648,30.9424,114.2624,22.4382,110.1565,20.03,17.03,20.03,13.6785,147.4653,13.4219,21.65,25.56,17.42,24.81,19.918,74.435,21.058,27.03,27.9,19.05
17.6608,16.6039,20.9875,19.8276,31.1912,115.181,22.618,111.0393,20.09,17.08,20.09,13.8005,148.7803,13.5414,21.75,25.68,17.5,24.92,20.149,75.298,21.302,27.16,28.03,19.14
17.6737,16.6154,21.0029,19.8414,31.0757,114.7546,22.5337,110.6254,20.1,17.09,20.1,13.7895,148.6615,13.5303,21.81,25.75,17.55,24.99,20.148,75.295,21.302,27.15,28.03,19.14
17.678,16.6188,21.0079,19.8454,31.1168,114.9065,22.5629,110.7689,19.88,16.9,19.88,13.2582,148.3239,12.9994,21.52,25.41,17.32,24.66,20.08,75.041,21.231,27.21,28.09,19.18
17.9458,16.8688,21.3262,20.1439,31.3305,115.6954,22.7161,111.5209,19.95,16.96,19.95,13.3664,149.5343,13.1048,21.73,25.66,17.48,24.9,20.179,75.412,21.338,27.34,28.22,19.27
18.0198,16.9377,21.4141,20.2262,31.37,115.8412,22.7441,111.6585,20.08,17.07,20.08,13.4024,149.9366,13.1398,21.83,25.78,17.57,25.01,20.35,76.051,21.519,27.41,28.29,19.32
17.9488,16.8704,21.3297,20.1458,31.3642,115.82,22.7394,111.6353,20.03,17.03,20.03,13.3937,149.8396,13.1311,21.79,25.73,17.53,24.96,20.328,75.967,21.496,27.52,28.41,19.4
